Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,OperatingSystems,Browser,Region,TrafficType,Weekend,Revenue,Month.Aug,Month.Dec,Month.Feb,Month.Jul,Month.June,Month.Mar,Month.May,Month.Nov,Month.Oct,Month.Sep,VisitorType.New_Visitor,VisitorType.Returning_Visitor
0,0,0,0,1,0,0.2,0.2,0,0,2,1,3,5,2,0,0,0,0,0,1,0,0,0,0,0,0,1
0,0,0,0,3,55,0.066666667,0.1,0,0,4,3,3,4,1,0,0,0,0,0,0,1,0,0,0,0,0,1
15,266.25,0,0,172,4098.699853,0.003314917,0.016214742,2.90865324,0,3,3,7,3,1,0,0,0,0,0,0,0,0,1,0,0,0,1
2,5,0,0,3,20,0.053333333,0.078333333,0,0.8,2,2,1,5,1,0,0,0,0,0,0,0,1,0,0,0,0,1
12,878.7121212,4,256.5,86,4479.116226,0.005442177,0.026406456,2.356437292,0,2,2,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,1
0,0,0,0,6,463.5,0,0.033333333,0,0,3,5,1,4,1,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0,0,0,2,25.5,0,0.1,0,0,2,2,1,4,1,0,0,1,0,0,0,0,0,0,0,0,0,1
0,0,0,0,1,0,0.2,0.2,0,0,3,3,2,9,1,0,0,0,0,0,0,1,0,0,0,0,0,1
5,249.8,2,50,229,8866.167386,0.007143733,0.024304152,0,0,3,3,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,1
0,0,0,0,23,1166.333333,0,0.02826087,22.2993913,0,3,3,6,3,1,0,0,0,0,0,0,0,1,0,0,0,0,1
0,0,0,0,34,920.55,0.030588235,0.042913165,0,0,4,3,1,2,2,0,0,1,0,0,0,0,0,0,0,0,0,1
0,0,0,0,47,902.77,0.022222222,0.04037037,0,0,4,3,8,2,1,0,0,0,0,1,0,0,0,0,0,0,0,1
6,93.125,0,0,29,424.125,0,0.020689655,0,0,2,1,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,1
7,98,3,61,83,2355.682738,0.002873563,0.022487296,0,0,2,2,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,1
2,26.75,3,49.5,62,2964.650595,0.010769231,0.026444444,0,0,4,3,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,1
0,0,0,0,19,621.7266667,0.010526316,0.024035088,0,0,2,2,1,3,1,0,0,0,0,1,0,0,0,0,0,0,0,1
0,0,1,0,77,1266.094048,0.002597403,0.023632241,0,0,3,3,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1,24,0,0,10,238.5,0,0.011111111,0,0,3,4,3,4,1,0,0,0,0,0,0,0,1,0,0,0,1,0
0,0,0,0,29,1373.933333,0,0.020689655,0,0,3,4,7,2,1,0,0,0,0,0,0,0,0,0,1,0,0,1
0,0,1,0,65,934.8704274,0.008080808,0.036336088,0,0,2,2,3,3,2,0,0,0,0,0,0,0,0,0,1,0,0,1
1,21,3,19,39,754.3194444,0.004651163,0.036124031,0,0,3,3,1,9,1,0,0,0,0,0,0,0,0,1,0,0,0,1
0,0,1,249.5,33,1458.97619,0.027459219,0.041167134,0,0,2,2,1,9,1,0,0,1,0,0,0,0,0,0,0,0,0,1
5,60.8,0,0,3,20.6,0,0.033333333,0,0,3,5,5,3,2,0,1,0,0,0,0,0,0,0,0,0,1,0
1,15,0,0,12,189.6666667,0.015384615,0.028205128,0,0,4,3,6,2,1,0,0,0,0,0,0,0,1,0,0,0,0,1
0,0,0,0,30,953.6666667,0.026666667,0.071111111,0,0,3,3,2,2,1,0,0,1,0,0,0,0,0,0,0,0,0,1
3,231,0,0,16,386.4444444,0,0.02745098,0,0.2,2,2,1,4,1,0,0,0,0,0,0,0,1,0,0,0,0,1
0,0,0,0,10,60.5,0.02,0.04,0,0,3,3,3,2,1,0,0,0,0,0,0,1,0,0,0,0,0,1
4,77.6,0,0,39,1477.154762,0.038157895,0.073976608,0.775318113,0,2,2,4,4,1,0,0,0,0,0,0,0,0,1,0,0,0,1
4,46,1,40,61,2072.991919,0.005952381,0.036507937,0,0.6,3,3,3,3,1,0,0,0,0,0,0,0,1,0,0,0,0,1
0,0,0,0,1,0,0.2,0.2,0,0,4,3,7,11,1,0,0,0,0,0,0,0,0,1,0,0,0,1
0,0,0,0,9,339.5,0,0.013888889,0,0,2,3,3,3,2,0,0,1,0,0,0,0,0,0,0,0,1,0
0,0,0,0,1,0,0.2,0.2,0,0.8,3,4,1,7,1,0,0,0,0,0,0,0,1,0,0,0,0,1
0,0,0,0,1,0,0.2,0.2,0,0,2,2,6,2,1,0,0,0,0,0,0,0,1,0,0,0,0,1
4,37.66666667,0,0,43,686.8789683,0.004761905,0.012581699,0,0,4,3,1,4,1,0,0,0,0,0,0,0,0,1,0,0,0,1
4,318.6666667,0,0,32,1205.583333,0.006451613,0.010752688,37.60935484,0,3,3,1,3,2,0,0,0,0,0,0,0,1,0,0,0,0,1
0,0,0,0,1,0,0.2,0.2,0,0,2,2,1,4,1,0,0,1,0,0,0,0,0,0,0,0,1,0
0,0,0,0,3,0,0.2,0.2,0,0,4,3,4,4,2,0,0,0,0,0,0,0,0,1,0,0,0,1
1,178,0,0,3,110,0,0.016666667,0,0.2,4,3,3,5,1,0,0,0,0,0,0,0,1,0,0,0,0,1
0,0,0,0,25,1838.5,0.004,0.052,0,0,3,3,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
0,0,0,0,16,230.5666667,0,0.023958333,0,0,3,3,3,5,1,0,1,0,0,0,0,0,0,0,0,0,0,1
4,35.5,0,0,2,9.5,0,0.022222222,0,0,3,3,9,3,1,0,0,1,0,0,0,0,0,0,0,0,1,0
0,0,0,0,15,270,0.028571429,0.035714286,0,0,3,3,7,2,1,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0,0,0,3,249,0,0.066666667,0,0,3,4,9,4,1,0,0,0,0,0,0,1,0,0,0,0,0,1
1,3,0,0,13,543,0,0.008333333,0,0,3,3,1,3,1,0,0,1,0,0,0,0,0,0,0,0,1,0
3,42,0,0,31,3121.369048,0.002857143,0.009285714,0,0,2,2,3,2,2,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0,0,0,7,330.1666667,0,0.021428571,0,0,4,3,9,3,1,0,0,1,0,0,0,0,0,0,0,0,0,1
0,0,0,0,11,2028.5,0,0.036363636,0,0,3,3,1,5,1,0,0,0,0,0,0,0,1,0,0,0,0,1
1,28.2,0,0,17,608.2166667,0.047777778,0.051851852,0,0,3,3,2,2,1,0,0,0,0,1,0,0,0,0,0,0,0,1
0,0,1,0,16,485.6666667,0,0.0375,0,0,3,3,6,4,2,0,0,0,0,0,0,1,0,0,0,0,0,1
8,447.125,3,168.375,142,4777.812554,0.005666252,0.019707705,0,0,4,3,1,2,2,0,0,0,0,0,0,0,0,1,0,0,0,1
0,0,0,0,5,219,0,0.04,0,0,2,1,7,7,1,0,0,0,0,0,0,0,0,1,0,0,0,1
2,162,0,0,7,204.5,0,0.022222222,0,0,2,2,8,3,1,0,0,0,0,0,0,0,1,0,0,0,1,0
10,317.9583333,4,821,20,781.425,0,0.002666667,0,0,3,3,7,3,1,0,0,1,0,0,0,0,0,0,0,0,0,1
2,12,0,0,43,2595.280952,0.009090909,0.025378788,0,0,3,4,7,2,1,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0,0,0,4,206.5,0,0.016666667,0,0,4,3,1,5,1,0,0,0,0,0,0,0,1,0,0,0,0,1
0,0,0,0,20,806.5,0.01,0.038333333,0,0.6,3,4,1,4,1,0,0,0,0,0,0,0,1,0,0,0,0,1
5,39.5,3,62.25,339,16138.2908,0.0047789420000000004,0.020193811,0,0,3,3,3,3,1,0,0,0,0,0,0,0,0,1,0,0,0,1
1,4,2,102,31,624.5833333,0.016216216,0.031531532,8.708324324,0,3,3,3,11,2,0,0,0,0,0,0,1,0,0,0,0,0,1
5,879.5,0,0,43,2365.429545,0,0.013043478,0,0,1,2,1,9,1,0,0,0,0,0,0,0,0,1,0,0,0,1
0,0,0,0,2,9,0,0.05,0,0,4,3,3,9,1,0,0,1,0,0,0,0,0,0,0,0,1,0
0,0,0,0,8,232.5,0,0.05,0,0,1,3,1,3,1,0,0,0,0,0,0,0,0,1,0,0,1,0
5,73.5,1,0,79,5664.146032,0.045356473,0.05909564,2.39491796,0,3,3,6,2,1,0,0,0,0,0,0,0,1,0,0,0,0,1
6,142.9111111,0,0,13,264.3396825,0,0.034509804,0,0,2,2,3,6,1,0,0,0,0,0,0,0,0,0,0,1,0,1
2,48.4,0,0,2,37.2,0,0.05,0,0,2,2,1,3,1,0,0,0,0,0,1,0,0,0,0,0,0,1
0,0,0,0,5,214,0,0.04,0,0,4,3,8,2,1,0,0,0,0,0,0,0,1,0,0,0,0,1
2,60,6,459,17,1370.067857,0.02173913,0.035072464,0,0,2,2,6,2,1,0,0,0,0,0,0,0,1,0,0,0,0,1
2,17.2,0,0,18,168.5285714,0.010526316,0.024561404,0,0,2,2,3,3,1,0,0,0,0,0,0,0,0,0,1,0,0,1
0,0,0,0,1,0,0.2,0.2,0,0,3,3,1,11,2,0,0,0,0,0,0,0,1,0,0,0,0,1
1,4,0,0,30,1409.53355,0,0.028,0,0,4,3,3,3,2,0,0,0,0,0,0,0,0,1,0,0,0,1
0,0,0,0,6,185.5,0.016666667,0.05,0,0,3,3,3,8,1,0,0,1,0,0,0,0,0,0,0,0,1,0
2,160,0,0,17,1306.666667,0.010526316,0.014035088,0,0,4,3,2,4,1,0,0,0,0,0,0,1,0,0,0,0,0,1
2,29,0,0,61,1617.519048,0.013978495,0.030295699,0,0,4,3,8,3,2,0,0,0,0,0,0,0,0,1,0,0,0,1
3,41,0,0,32,1130.84697,0.014705882,0.01806184,0,0,2,2,2,4,2,0,0,0,0,0,0,0,1,0,0,0,0,1
0,0,0,0,8,612,0,0.014285714,0,0,4,1,1,3,2,0,0,0,0,0,0,1,0,0,0,0,1,0
0,0,0,0,2,4,0,0.1,0,0,3,3,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,39,835.6809524,0.032478632,0.028162393,0,0,2,2,6,4,1,0,0,0,0,1,0,0,0,0,0,0,0,1
7,250.3333333,0,0,7,180.3333333,0,0.02,0,0,3,3,1,3,2,0,0,0,0,0,0,1,0,0,0,0,1,0
0,0,0,0,10,80.5,0.083333333,0.092222222,0,0,3,3,1,4,1,0,0,1,0,0,0,0,0,0,0,0,0,1
0,0,0,0,10,677.6666667,0,0.022222222,0,0,1,2,3,3,1,0,0,1,0,0,0,0,0,0,0,0,1,0
0,0,0,0,70,1453.9,0.010144928,0.020772947,0,0.4,3,1,7,4,1,0,0,0,0,0,0,0,1,0,0,0,0,1
2,167.4,0,0,8,191.15,0,0.02,0,0,2,2,6,3,1,0,0,0,0,0,0,0,0,0,1,0,1,0
9,279.5,0,0,14,313.5833333,0,0.010526316,0,0,2,2,1,3,1,0,0,0,0,0,0,0,0,1,0,0,1,0
6,166.375,1,0,39,1858.833333,0.001515152,0.011818182,50.17693633,0,2,2,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1,29.53333333,0,0,22,814.7093939,0.004,0.021333333,14.92784091,0,3,3,1,3,1,0,0,0,0,0,0,0,0,1,0,0,0,1
3,142.2,0,0,24,755,0,0.007407407,0,0,3,5,7,3,2,0,0,0,0,0,0,0,0,0,1,0,1,0
0,0,0,0,10,294.75,0,0.03,0,0,2,2,3,8,1,0,0,1,0,0,0,0,0,0,0,0,1,0
3,64.3,0,0,25,2199.52,0,0.042307692,3.17966645,0,3,3,3,3,1,0,0,0,0,0,0,0,0,0,1,0,0,1
1,3,0,0,11,228.6666667,0,0.03,0,0.6,3,3,4,4,1,0,0,0,0,0,0,0,1,0,0,0,0,1
6,51,0,0,26,536,0.007407407,0.012345679,0,0,3,3,1,5,1,0,0,0,0,0,0,0,1,0,0,0,0,1
0,0,0,0,19,725.9,0,0.005263158,0,0,2,3,1,5,1,0,0,0,0,0,0,0,1,0,0,0,0,1
0,0,0,0,2,39,0,0.1,0,0,3,4,9,4,1,0,0,0,0,0,0,0,1,0,0,0,0,1
10,207.8666667,0,0,8,217.8666667,0,0.004166667,0,0.6,3,5,1,6,1,0,0,0,0,0,0,0,1,0,0,0,1,0
0,0,0,0,1,0,0.2,0.2,0,0.6,2,3,3,3,1,0,0,0,0,0,0,0,1,0,0,0,0,1
15,149.0316092,2,1529.2,23,2128.704568,0.005714286,0.020425941,16.19731984,0,3,3,2,12,1,0,0,0,0,0,0,0,0,0,1,0,0,1
7,304.5,3,56.5,69,2350.905769,0.012088889,0.018292063,0,0,4,3,2,3,1,0,0,1,0,0,0,0,0,0,0,0,0,1
9,335.1666667,5,219,107,6235.06603,0.005309735,0.016223404,0,0,2,2,1,3,1,0,0,0,0,0,0,0,0,1,0,0,0,1
0,0,0,0,34,1266.333333,0.005882353,0.026470588,0,0.4,3,3,3,5,1,0,0,0,0,0,0,0,1,0,0,0,0,1
0,0,0,0,38,1338.778571,0.011111111,0.024532828,0,0,2,2,1,4,2,0,0,0,0,0,0,0,0,1,0,0,0,1
0,0,0,0,15,2653.5,0,0.04,0,0,1,2,7,2,1,0,0,0,0,0,0,0,0,0,0,1,0,1
2,37,0,0,29,911.5,0.022988506,0.065517241,0,0.2,3,1,3,5,1,0,0,0,0,0,0,0,1,0,0,0,0,1
0,0,0,0,10,166.1666667,0,0.05,0,0,3,3,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,1
2,211,1,58,71,3424.583333,0.001315789,0.015,0,0,3,3,5,4,2,0,0,0,0,0,0,1,0,0,0,0,0,1
1,4,0,0,13,161.1666667,0.024615385,0.061538462,0,0.6,3,5,9,6,1,0,0,0,0,0,0,0,1,0,0,0,0,1
2,7,0,0,10,75,0.05,0.11,0,0,3,3,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,1
3,420.1,2,14.2,32,591.72,0.032432432,0.043745174,0,0,2,2,1,4,2,0,0,0,0,0,0,0,0,0,1,0,0,1
4,221,0,0,15,338.8571429,0,0.030769231,0,0,3,3,6,3,1,0,0,0,0,0,0,0,1,0,0,0,0,1
5,75.66349206,0,0,4,35.92777778,0,0.056481481,0,0,3,5,7,3,1,0,0,0,0,0,0,0,0,0,1,0,0,1
15,1011.361111,2,171.5,54,1405.131241,0,0.006127451,37.41814196,0,4,3,3,3,2,0,0,0,0,0,0,1,0,0,0,0,1,0
0,0,0,0,2,113,0,0.1,0,0,3,3,3,11,1,0,0,0,0,0,0,0,1,0,0,0,0,1
0,0,0,0,3,0,0.2,0.2,0,0,4,3,1,11,1,0,0,0,0,0,0,0,0,1,0,0,0,1
4,101.3333333,7,693.5,171,9119.885413,0.00441989,0.021627971,0.686565227,0,3,3,3,9,1,0,0,1,0,0,0,0,0,0,0,0,0,1
0,0,0,0,19,540.3333333,0,0.044736842,0,0,3,3,1,9,2,0,0,0,0,0,0,0,0,1,0,0,0,1
0,0,0,0,6,202,0,0.016666667,0,0,2,2,3,2,2,0,0,0,0,0,0,0,1,0,0,0,0,1
0,0,0,0,1,0,0.2,0.2,0,0,1,2,1,6,1,0,0,0,0,0,0,0,1,0,0,0,0,1
4,97.5,0,0,5,454.5,0,0.00625,0,0,3,3,7,3,1,0,0,1,0,0,0,0,0,0,0,0,1,0
3,16,0,0,63,3908.754762,0,0.001587302,1.298232174,0,1,2,6,5,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1,3,0,0,3,236,0,0.025,0,0,4,3,1,4,2,0,0,0,0,0,0,1,0,0,0,0,0,1
1,310,3,407,176,7767.32556,0.006045198,0.019212627,8.845689534,0,3,3,2,2,2,0,0,0,0,0,0,0,0,1,0,0,0,1
2,107,0,0,3,56,0,0.04,0,0,2,2,3,3,1,0,0,0,0,0,0,1,0,0,0,0,1,0
0,0,0,0,18,476.1777778,0.05,0.066666667,1.718218835,0,4,3,5,11,1,0,1,0,0,0,0,0,0,0,0,0,0,1
13,1249.809524,4,205,36,1626.625433,0.010638298,0.026186255,6.831792392,0,4,3,2,4,1,0,0,0,0,0,0,1,0,0,0,0,0,1
1,21,0,0,11,385,0,0.02,0,0.6,3,3,3,3,1,0,0,0,0,0,0,0,1,0,0,0,0,1
2,124,0,0,2,112.8,0,0.025,0,0,3,3,1,2,1,0,1,0,0,0,0,0,0,0,0,0,1,0
5,39.8,2,239.8,216,14577.08498,0.002739726,0.013368848,0.888485964,0,3,3,3,11,1,0,1,0,0,0,0,0,0,0,0,0,0,1
4,71.7,0,0,8,74.6,0.109090909,0.127272727,0,0,4,3,6,11,1,0,0,0,0,1,0,0,0,0,0,0,0,1
0,0,0,0,26,436.8,0.074074074,0.088888889,0,0,3,3,1,4,1,0,0,0,0,1,0,0,0,0,0,0,0,1
8,222.875,4,285.625,31,1622.883333,0.005405405,0.017488397,15.26399679,0,4,3,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,1
4,88.625,3,170.5833333,5,124.9583333,0,0.005555556,0,0,3,4,7,3,1,0,0,0,0,0,0,0,0,1,0,0,1,0
2,74.5,0,0,22,432.5714286,0,0.00125,0,0,2,2,7,5,1,0,0,0,0,0,0,0,1,0,0,0,0,1
0,0,0,0,5,87.6,0,0.04,0,0,3,4,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,1
8,85.48223443,1,5.5,227,3818.308629,0.007264957,0.018863427,0.154821253,0,3,3,1,11,1,0,0,0,0,0,0,0,0,0,1,0,0,1
0,0,0,0,21,882.75,0,0.020408163,0,0,3,3,2,3,2,0,0,1,0,0,0,0,0,0,0,0,1,0
5,175.2307692,0,0,20,2224.85,0.004347826,0.023913043,0,0,1,3,8,2,1,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0,0,0,22,356.8,0,0.016666667,0,0,3,3,2,8,1,0,0,0,0,0,0,1,0,0,0,0,0,1
2,33,0,0,9,354,0,0.02,0,0,4,3,1,4,1,0,0,0,0,0,0,1,0,0,0,0,1,0
3,171.375,0,0,29,1343.946429,0.035714286,0.034983766,0,0,4,3,8,11,2,0,0,0,0,0,0,0,0,1,0,0,0,1
0,0,0,0,10,139.7083333,0,0.02,0,0,3,3,1,3,1,0,0,0,0,0,0,1,0,0,0,0,0,1
15,168.429198,2,10,98,2806.829918,0.01314475,0.039029125,0.546128304,0,3,3,3,3,2,0,0,0,0,0,0,0,1,0,0,0,0,1
2,100,6,131,63,2611.651923,0,0.002985075,0,0,2,2,6,3,1,0,0,1,0,0,0,0,0,0,0,0,0,1
5,92.75,1,74.75,84,2756.215152,0,0.002462121,0,0,3,3,9,4,2,0,0,0,0,0,0,1,0,0,0,0,1,0
0,0,0,0,57,2163.96,0.039285714,0.061313776,0,0,4,3,6,4,1,0,0,0,0,1,0,0,0,0,0,0,0,1
0,0,0,0,25,1225.857143,0.012,0.040977778,0,0.4,3,3,5,3,1,0,0,0,0,0,0,0,1,0,0,0,0,1
4,67.07142857,0,0,21,2588.958333,0,0.011041667,0,0,4,3,2,8,2,0,0,0,0,0,0,1,0,0,0,0,1,0
0,0,0,0,9,265.6,0.022222222,0.048148148,0,0,3,4,3,5,1,0,0,0,0,0,0,0,1,0,0,0,0,1
1,0,0,0,55,2780.609524,0.019242424,0.045272727,9.137331307,0,3,3,8,4,1,0,0,1,0,0,0,0,0,0,0,0,0,1
0,0,0,0,44,1502.291667,0.004545455,0.027272727,0,0,3,3,1,3,1,0,0,1,0,0,0,0,0,0,0,0,1,0
12,245.7333333,4,1511.7,439,21857.04648,0.003588626,0.012497612,11.43923328,0,3,3,1,11,1,0,0,0,0,0,0,0,0,0,0,1,0,1
12,271.3,3,627.75,40,1358.874152,0.016571429,0.019758242,10.0674357,0,2,3,2,3,1,0,0,1,0,0,0,0,0,0,0,0,0,1
0,0,0,0,22,622.25,0.003030303,0.006060606,0,0.2,3,5,1,5,1,0,0,0,1,0,0,0,0,0,0,0,0,1
0,0,0,0,8,138.375,0,0.025,0,0,3,3,1,3,1,0,0,1,0,0,0,0,0,0,0,0,1,0
4,194.4,0,0,12,182.5142857,0,0.001666667,0,0,2,2,6,3,1,0,0,0,0,0,0,0,0,0,1,0,0,1
0,0,0,0,8,254,0,0.0375,0,0.4,3,3,4,11,1,0,0,0,0,0,0,0,1,0,0,0,0,1
8,130,1,18,19,298,0,0.016666667,19.66818546,0,3,3,3,2,2,0,0,0,0,0,0,1,0,0,0,0,0,1
2,11,0,0,48,2562.083333,0.004255319,0.005319149,0,0,3,5,7,5,1,0,0,0,0,0,0,0,1,0,0,0,0,1
3,96,0,0,12,175.175,0.02,0.031111111,0,0,4,3,8,3,1,0,0,1,0,0,0,0,0,0,0,0,1,0
0,0,0,0,5,75.5,0.02,0.013333333,0,0,2,2,2,1,2,0,0,0,0,0,0,1,0,0,0,0,0,1
5,44.74,3,129.75,18,390.4566667,0,0.019230769,0,0,3,3,1,5,1,0,1,0,0,0,0,0,0,0,0,0,0,1
3,104,0,0,34,2991.319444,0.005555556,0.026111111,0,0,3,3,4,2,1,0,0,1,0,0,0,0,0,0,0,0,0,1
0,0,0,0,11,547.5,0.018181818,0.024747475,0,1,4,1,3,2,2,0,0,0,0,0,0,0,1,0,0,0,0,1
4,172,0,0,11,787,0.033333333,0.053333333,0,0,3,3,1,7,2,0,0,0,0,0,0,0,1,0,0,0,0,1
1,7.6,1,0,3,14.6,0,0.08,0,0,3,3,1,3,2,0,0,0,0,0,0,0,0,0,0,1,0,1
1,25.75,5,452.0833333,34,953.5892857,0,0.011071429,8.838027292,0,3,3,3,3,1,0,0,1,0,0,0,0,0,0,0,0,0,1
0,0,0,0,7,71.6,0.028571429,0.071428571,0,0,2,2,9,5,1,0,0,0,0,0,0,0,0,1,0,0,0,1
0,0,0,0,32,875.9333333,0.031770833,0.072395833,0,0,2,2,3,4,1,0,0,0,0,0,0,0,0,0,1,0,0,1
1,55.5,0,0,53,4048.583333,0.007843137,0.015490196,0,0,1,2,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,1
0,0,0,0,1,0,0.2,0.2,0,0,3,3,2,2,1,0,0,1,0,0,0,0,0,0,0,0,0,1
0,0,0,0,11,281.9,0.02,0.04,0,0,2,1,1,7,1,0,0,1,0,0,0,0,0,0,0,0,0,1
3,142.5,0,0,48,1052.255952,0.004347826,0.013043478,0,0,2,1,6,10,1,0,0,0,0,0,0,0,0,1,0,0,0,1
0,0,0,0,12,323,0.033333333,0.066666667,0,0,3,3,1,4,2,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0,1,0,9,215,0.044444444,0.074074074,0,0.8,1,2,1,4,1,0,0,0,1,0,0,0,0,0,0,0,0,1
0,0,0,0,23,1919.55,0.008695652,0.031884058,4.280302196,0,3,3,4,2,1,0,0,0,0,0,0,0,0,1,0,0,0,1
0,0,0,0,13,226,0,0.053846154,0,0,3,3,4,4,2,0,0,0,0,0,0,1,0,0,0,0,0,1
3,41,0,0,46,2749.666667,0,0.005555556,0,0,3,3,1,3,1,0,0,0,0,0,0,1,0,0,0,0,0,1
6,239.3333333,0,0,31,1875.169444,0,0.025324675,21.85958403,0,2,2,1,3,1,0,0,0,0,0,0,0,0,1,0,0,0,1
0,0,0,0,24,381.3583333,0.008333333,0.0225,0,0,3,3,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,1
0,0,0,0,6,604,0,0.04,0,0,2,2,2,3,1,0,0,0,0,0,0,0,0,1,0,0,1,0
0,0,0,0,33,783.6666667,0.006060606,0.027272727,0,0,3,3,1,4,1,0,0,0,0,0,0,0,0,1,0,0,0,1
5,91.31666667,0,0,29,1352.976722,0.01125,0.024522672,7.91345877,0,2,2,6,2,1,0,0,0,0,0,0,0,0,1,0,0,0,1
0,0,0,0,62,944.4055556,0,0.015591398,0,0,2,2,7,4,1,0,0,0,0,0,1,0,0,0,0,0,0,1
0,0,0,0,1,0,0.2,0.2,0,0,3,3,8,10,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1,28.2,0,0,2,0,0.066666667,0.133333333,0,0,2,1,2,4,2,0,0,0,0,0,1,0,0,0,0,0,1,0
5,310,1,73,16,416.4,0,0.011111111,0,0,2,2,1,3,2,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0,0,0,40,3675.5,0,0.016666667,0,0,3,3,8,9,1,0,0,0,0,0,0,0,0,1,0,0,0,1
3,15,0,0,12,1138.25,0.030769231,0.048717949,0,0,2,2,1,4,1,0,0,1,0,0,0,0,0,0,0,0,0,1
0,0,0,0,44,1975.825,0,0.032142857,0,0,3,4,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,1
0,0,0,0,6,62,0,0.04,0,0,3,3,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0,0,0,10,371.5,0,0.04,0,0,3,3,4,9,1,0,0,0,0,0,0,0,0,1,0,0,0,1
2,175.2,0,0,60,1635.466667,0.006557377,0.014754098,0,0,3,5,7,4,1,0,0,0,0,0,0,0,0,1,0,0,0,1
0,0,0,0,5,274,0.04,0.08,0,0,4,1,1,4,1,0,0,0,0,0,0,0,1,0,0,0,0,1
5,107,0,0,34,777.2125,0,0.013513514,0,0,3,3,1,2,2,0,0,1,0,0,0,0,0,0,0,0,0,1
7,160.3333333,0,0,31,590.5166667,0.005208333,0.009657738,0,0,2,2,1,5,2,0,0,0,0,0,0,0,1,0,0,0,0,1
0,0,0,0,41,2997.083333,0.004878049,0.021138211,36.8670177,0,3,3,1,3,2,0,0,1,0,0,0,0,0,0,0,0,0,1
3,47.2,0,0,2,12,0,0.04,0,0,3,5,4,3,1,0,0,0,0,0,0,0,0,0,0,1,1,0
8,160.5,2,5,56,1167.321429,0.004761905,0.018915344,0,0,3,3,3,2,1,0,0,1,0,0,0,0,0,0,0,0,0,1
0,0,0,0,2,0,0.2,0.2,0,0,3,3,3,2,1,0,0,1,0,0,0,0,0,0,0,0,0,1
0,0,0,0,2,179.8,0,0.033333333,0,0,4,1,1,4,2,0,0,0,0,0,0,0,0,1,0,0,1,0
4,204.2,0,0,31,652.3766667,0.012121212,0.016161616,0,0,2,2,6,2,1,0,0,0,0,0,0,0,0,1,0,0,0,1
0,0,0,0,51,1655.358333,0,0.013071895,0,0,3,3,1,3,2,0,0,0,0,0,0,0,0,1,0,0,0,1
0,0,0,0,25,629.5,0,0.01447619,0,0,3,3,1,11,1,0,0,0,0,0,0,0,1,0,0,0,0,1
6,212,1,9,10,491,0,0.004444444,0,0.6,2,2,1,3,1,0,0,0,0,0,0,0,1,0,0,0,0,1
0,0,3,91,87,3006.883631,0.00462963,0.018585538,0,0,4,3,3,2,1,0,0,1,0,0,0,0,0,0,0,0,0,1
0,0,0,0,25,1344.291667,0,0.008695652,0,0,3,4,1,8,1,0,0,0,0,0,0,0,0,1,0,0,0,1
4,252.5,0,0,13,930.0535714,0,0.027083333,0,0,2,2,3,4,1,0,0,0,0,0,0,0,0,1,0,0,0,1
1,466,0,0,6,609.5416667,0.033333333,0.116666667,0,0,3,3,1,3,1,0,0,0,0,0,0,0,0,1,0,0,0,1
3,9,0,0,22,169.5,0.009090909,0.031818182,0,0,3,4,4,4,1,0,0,0,0,0,0,0,1,0,0,0,0,1
6,475,0,0,33,2760.716667,0.038596491,0.056282051,0,0,1,3,1,11,1,0,0,0,0,0,0,1,0,0,0,0,0,1
23,335.1309524,5,399.8,88,1839.098106,0.015758703,0.031587556,0,0,4,3,3,3,2,0,1,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,1,0,0.2,0.2,0,0,3,3,1,2,2,0,0,1,0,0,0,0,0,0,0,0,0,1
3,135.5,0,0,37,1238.375,0.005405405,0.030510511,7.941531532,0,3,3,1,3,1,0,0,0,0,0,0,0,1,0,0,0,0,1
